MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20250401,42125,Washington County,PA,22.68,77.32,0.00,0.00,0.00,0.00,2025-04-01,2025-04-07,1
20250325,42125,Washington County,PA,22.68,77.32,0.00,0.00,0.00,0.00,2025-03-25,2025-03-31,1
20250318,42125,Washington County,PA,32.27,67.73,0.00,0.00,0.00,0.00,2025-03-18,2025-03-24,1
20250311,42125,Washington County,PA,32.27,67.73,0.00,0.00,0.00,0.00,2025-03-11,2025-03-17,1
20250304,42125,Washington County,PA,32.23,67.77,0.00,0.00,0.00,0.00,2025-03-04,2025-03-10,1
20250225,42125,Washington County,PA,32.23,67.77,0.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,42125,Washington County,PA,8.63,91.37,0.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20241224,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2024-12-24,2024-12-30,1
20241217,42125,Washington County,PA,0.00,100.00,92.07,0.00,0.00,0.00,2024-12-17,2024-12-23,1
20241210,42125,Washington County,PA,0.00,100.00,100.00,0.00,0.00,0.00,2024-12-10,2024-12-16,1
20241203,42125,Washington County,PA,0.00,100.00,100.00,0.00,0.00,0.00,2024-12-03,2024-12-09,1
20241126,42125,Washington County,PA,0.00,100.00,100.00,85.81,0.00,0.00,2024-11-26,2024-12-02,1
20241119,42125,Washington County,PA,0.00,100.00,100.00,99.68,19.82,0.00,2024-11-19,2024-11-25,1
20241112,42125,Washington County,PA,0.00,100.00,100.00,98.94,73.40,0.00,2024-11-12,2024-11-18,1
20241105,42125,Washington County,PA,0.00,100.00,100.00,98.94,73.40,0.00,2024-11-05,2024-11-11,1
20241029,42125,Washington County,PA,0.00,100.00,100.00,96.51,0.01,0.00,2024-10-29,2024-11-04,1
20241022,42125,Washington County,PA,0.00,100.00,100.00,13.41,0.01,0.00,2024-10-22,2024-10-28,1
20241015,42125,Washington County,PA,0.00,100.00,100.00,13.41,0.01,0.00,2024-10-15,2024-10-21,1
20241008,42125,Washington County,PA,0.00,100.00,100.00,13.41,0.01,0.00,2024-10-08,2024-10-14,1
20241001,42125,Washington County,PA,0.00,100.00,100.00,13.71,0.01,0.00,2024-10-01,2024-10-07,1
20240924,42125,Washington County,PA,0.00,100.00,100.00,15.12,0.00,0.00,2024-09-24,2024-09-30,1
20240917,42125,Washington County,PA,0.00,100.00,100.00,15.12,0.00,0.00,2024-09-17,2024-09-23,1
20240910,42125,Washington County,PA,0.00,100.00,100.00,15.12,0.00,0.00,2024-09-10,2024-09-16,1
20240903,42125,Washington County,PA,0.00,100.00,100.00,15.12,0.00,0.00,2024-09-03,2024-09-09,1
20240827,42125,Washington County,PA,0.00,100.00,89.88,15.12,0.00,0.00,2024-08-27,2024-09-02,1
20240820,42125,Washington County,PA,0.00,100.00,89.88,15.12,0.00,0.00,2024-08-20,2024-08-26,1
20240813,42125,Washington County,PA,0.00,100.00,89.88,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,42125,Washington County,PA,0.00,100.00,89.88,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,42125,Washington County,PA,0.00,100.00,94.76,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,42125,Washington County,PA,0.00,100.00,94.76,7.81,0.00,0.00,2024-07-23,2024-07-29,1
20240716,42125,Washington County,PA,0.00,100.00,76.61,3.08,0.00,0.00,2024-07-16,2024-07-22,1
20240709,42125,Washington County,PA,0.00,100.00,74.99,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,42125,Washington County,PA,2.97,97.03,0.00,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-18,2024-06-24,1
20240611,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-11,2024-06-17,1
20240604,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-04,2024-06-10,1
20240528,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-28,2024-06-03,1
20240521,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-21,2024-05-27,1
20240514,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-14,2024-05-20,1
20240507,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-07,2024-05-13,1
20240430,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-30,2024-05-06,1
20240423,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-23,2024-04-29,1
20240416,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,1
20240409,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,1
20240206,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,1
20240130,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,1
20240123,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-23,2024-01-29,1
20240116,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-16,2024-01-22,1
20240109,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-09,2024-01-15,1
20240102,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-02,2024-01-08,1
20231226,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-26,2024-01-01,1
20231219,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-19,2023-12-25,1
20231212,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,1
20231205,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,1
20231128,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,1
20231121,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-21,2023-11-27,1
20231114,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,42125,Washington County,PA,20.63,79.37,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,42125,Washington County,PA,91.39,8.61,0.00,0.00,0.00,0.00,2023-07-25,2023-07-31,1
20230718,42125,Washington County,PA,79.28,20.72,0.00,0.00,0.00,0.00,2023-07-18,2023-07-24,1
20230711,42125,Washington County,PA,77.92,22.08,0.00,0.00,0.00,0.00,2023-07-11,2023-07-17,1
20230704,42125,Washington County,PA,76.76,23.24,0.00,0.00,0.00,0.00,2023-07-04,2023-07-10,1
20230627,42125,Washington County,PA,31.38,68.62,10.76,0.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,42125,Washington County,PA,0.00,100.00,10.76,0.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,42125,Washington County,PA,0.00,100.00,100.00,0.00,0.00,0.00,2023-06-13,2023-06-19,1
20230606,42125,Washington County,PA,0.00,100.00,9.66,0.00,0.00,0.00,2023-06-06,2023-06-12,1
20230530,42125,Washington County,PA,13.73,86.27,0.00,0.00,0.00,0.00,2023-05-30,2023-06-05,1
20230523,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-23,2023-05-29,1
20230516,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-16,2023-05-22,1
20230509,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-09,2023-05-15,1
20230502,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-02,2023-05-08,1
20230425,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1
20230418,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-18,2023-04-24,1
20230411,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-11,2023-04-17,1
20230404,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-04,2023-04-10,1
20230328,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-28,2023-04-03,1
20230321,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-21,2023-03-27,1
20230314,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-14,2023-03-20,1
20230307,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-07,2023-03-13,1
20230228,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-28,2023-03-06,1
20230221,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-21,2023-02-27,1
20230214,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-14,2023-02-20,1
20230207,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-07,2023-02-13,1
20230131,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-31,2023-02-06,1
20230124,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-24,2023-01-30,1
20230117,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-17,2023-01-23,1
20230110,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-10,2023-01-16,1
20230103,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-03,2023-01-09,1
20221227,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-12-27,2023-01-02,1
20221220,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-12-20,2022-12-26,1
20221213,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-12-13,2022-12-19,1
20221206,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-12-06,2022-12-12,1
20221129,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-29,2022-12-05,1
20221122,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-22,2022-11-28,1
20221115,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-15,2022-11-21,1
20221108,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-08,2022-11-14,1
20221101,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-01,2022-11-07,1
20221025,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-10-25,2022-10-31,1
20221018,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-10-18,2022-10-24,1
20221011,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-10-11,2022-10-17,1
20221004,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-10-04,2022-10-10,1
20220927,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-09-27,2022-10-03,1
20220920,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-09-20,2022-09-26,1
20220913,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-09-13,2022-09-19,1
20220906,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-09-06,2022-09-12,1
20220830,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-30,2022-09-05,1
20220823,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-23,2022-08-29,1
20220816,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-16,2022-08-22,1
20220809,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-09,2022-08-15,1
20220802,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-02,2022-08-08,1
20220726,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-07-26,2022-08-01,1
20220719,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-07-19,2022-07-25,1
20220712,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-07-12,2022-07-18,1
20220705,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-07-05,2022-07-11,1
20220628,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-28,2022-07-04,1
20220621,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-21,2022-06-27,1
20220614,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-14,2022-06-20,1
20220607,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-07,2022-06-13,1
20220531,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220524,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220517,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220510,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220503,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220426,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220419,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220412,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-12,2022-04-18,1
20220405,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-05,2022-04-11,1
20220329,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-29,2022-04-04,1
20220322,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-22,2022-03-28,1
20220315,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-15,2022-03-21,1
20220308,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-08,2022-03-14,1
20220301,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-01,2022-03-07,1
20220222,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-22,2022-02-28,1
20220215,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-15,2022-02-21,1
20220208,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-08,2022-02-14,1
20220201,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-01,2022-02-07,1
20220125,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-25,2022-01-31,1
20220118,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-18,2022-01-24,1
20220111,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-11,2022-01-17,1
20220104,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-04,2022-01-10,1
20211228,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-28,2022-01-03,1
20211221,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-21,2021-12-27,1
20211214,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-14,2021-12-20,1
20211207,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-07,2021-12-13,1
20211130,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-30,2021-12-06,1
20211123,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211116,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211109,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211102,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211026,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211019,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211012,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211005,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20210928,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210921,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210914,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210907,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210831,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210824,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210817,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210810,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210803,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210727,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210720,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210713,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210706,42125,Washington County,PA,77.71,22.29,0.00,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210629,42125,Washington County,PA,77.71,22.29,0.00,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210622,42125,Washington County,PA,56.42,43.58,0.00,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210615,42125,Washington County,PA,56.42,43.58,0.00,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210608,42125,Washington County,PA,16.57,83.43,0.00,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210601,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210525,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210518,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210511,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210504,42125,Washington County,PA,5.49,94.51,0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210427,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210420,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210413,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210406,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210330,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210323,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210316,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210309,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210302,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210223,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210216,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210209,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210202,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210126,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210119,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210112,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210105,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20201229,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201222,42125,Washington County,PA,9.96,90.04,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201215,42125,Washington County,PA,9.96,90.04,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,1
20201208,42125,Washington County,PA,9.96,90.04,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,1
20201201,42125,Washington County,PA,9.96,90.04,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,1
20201124,42125,Washington County,PA,9.96,90.04,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,1
20201117,42125,Washington County,PA,9.96,90.04,0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,1
20201110,42125,Washington County,PA,0.92,99.08,40.47,0.00,0.00,0.00,2020-11-10,2020-11-16,1
20201103,42125,Washington County,PA,0.92,99.08,40.47,0.00,0.00,0.00,2020-11-03,2020-11-09,1
20201027,42125,Washington County,PA,0.00,100.00,57.45,0.00,0.00,0.00,2020-10-27,2020-11-02,1
20201020,42125,Washington County,PA,0.00,100.00,76.68,0.00,0.00,0.00,2020-10-20,2020-10-26,1
20201013,42125,Washington County,PA,0.00,100.00,76.68,0.00,0.00,0.00,2020-10-13,2020-10-19,1
20201006,42125,Washington County,PA,0.00,100.00,76.68,0.00,0.00,0.00,2020-10-06,2020-10-12,1
20200929,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,1
20200922,42125,Washington County,PA,64.56,35.44,0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,1
20200915,42125,Washington County,PA,64.56,35.44,0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,1
20200908,42125,Washington County,PA,64.56,35.44,0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,1
20200901,42125,Washington County,PA,0.58,99.42,0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,1
20200825,42125,Washington County,PA,0.00,100.00,99.40,0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200818,42125,Washington County,PA,0.00,100.00,99.40,0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200811,42125,Washington County,PA,0.00,100.00,93.33,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200804,42125,Washington County,PA,0.00,100.00,73.46,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200728,42125,Washington County,PA,0.00,100.00,73.46,0.00,0.00,0.00,2020-07-28,2020-08-03,1
20200721,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,1
20200707,42125,Washington County,PA,0.00,100.00,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,1
20200630,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200623,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200616,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200609,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,42125,Washington County,PA,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
